BD Ticket #,Server SN,IP Address,START DATE,END DATE,Product Name,Model,RACK,FAULT TYPE,If change Part,Foxconn PN,OLD Manufacturer,OLD PN,NEW Manufacturer,NEW PN,OLD PART SN,NEW PART SN,PART POSITION,Error Description,FEEDBACK,TECH,Repair Time,Period,Status,Requester,Notes,Initial Stock Status ,FOXCONN CHINA or USA,Platform,Over time reason,HHPN
1812768,MXX3170363,fdbd:dc61:1a:363::32,2024/2/19,2024/2/20,S18S2-I8VD2B-US,G220-A5,USVADRTM2_M2_M116-M-31,CPU,Y,N/A,Intel,110118100-187-G,Intel,110118100-187-G,731U1Y0101304,735F7W3500443,CPU0,Machine Check Exception ( Uncorrectable ) 2 | 02/19/2024 | 12:48:11 | Processor CPU0_Status | Uncorrectable machine check exception | Asserted,"1. This is a ByteDance CPU Failure ticket. 2. Replaced CPU0, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/2/20,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1812768,MXX3170363,fdbd:dc61:1a:363::32,2024/2/19,2024/2/20,S18S2-I8VD2B-US,G220-A5,USVADRTM2_M2_M116-M-31,Memory,Y,N/A,Samsung,VN M393A8G40BB4-CWE 2244,Samsung,VN M393A8G40BB4-CWE 2233,H0JC00024442FD9027,T0AB00023352A84CAC,P0_C1_D0,Uncorrectable ECC other uncorrectable memory error 5bb | 02/19/2024 | 06:06:58 | Memory P0_C1_D0_Status | Uncorrectable ECC | Asserted,"1. This is a ByteDance DIMM Failure ticket. 2. Replaced  P0_C1_D0 DIMM, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/2/20,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1812723,MXX2390170,10.54.54.148,2024/2/19,2024/2/20,B20S2-I8VD2-US,G220-A5,USVASTEKCR_C1STE7_DH201-H-20,Memory,Y,N/A,Micron,MTA18ASF4G72PDZ-3G2E1 226,Micron,MTA18ASF4G72PDZ-3G2E1 226,S802C0F2226390D2AB4,S802C0F222638FA43A0,P0_C6_D0,Uncorrectable ECC other uncorrectable memory error bb | 02/18/2024 | 20:06:31 | Memory P0_C6_D0_Status | Uncorrectable ECC | Asserted,"1. This is a ByteDance DIMM Failure ticket. 2. Replaced  P0_C6_D0 DIMM, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/2/20,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1816228,MXX1390035,10.190.192.176,2024/2/21,2024/2/21,B04-BF65S1,R-5112,USVAASH_DRTP_P212-E-45,Memory,Y,N/A,Hynix,HMA84GR7CJR4N-VK T3 AD 116,Hynix,HMA84GR7CJR4N-VK TF AD 025,80AD02211623C52A9C,80AD01202534B3B8C1,P0_C4_D0,Memory Device Disabled 18 | 02/21/2024 | 08:18:09 | Memory CPU0E0_DIMM_Stat | Memory Device Disabled | Asserted,"1. This is a ByteDance DIMM Failure ticket. 2. Replaced CPU0E0 DIMM, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/2/21,10~17,Confirm Closed,Zheng Le Teo/zhengle.teo,,,FOXCONN CHINA,Purley,,
1803917,MXX3370397,fdbd:dc61:19:113::36,2024/2/20,2024/2/21,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M216-D-06,Disk,Y,N/A,Western Digital,WUH721818ALE6L4,Western Digital,WUH721818ALE6L4,2JJTX0TG,4MHN7EGZ,16,"Disk: Smart Health FAILED SmartHealth:FAILED!
","1. This is a ByteDance Disk Failure ticket. 2. Replaced HDD16, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/2/21,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1816754,MXX1430677,fdbd:dc61:9:608::227,2024/2/22,2024/2/23,B04-BF65S1,AliServer-Thor2-04-2U,USVAASH_DRTP_P100-F-78,Ping (SSD),N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,OS IPv6 unreachable,"OS IPv6 unreachable Ticket recut, SAOS shows (Filesystem use% > 98% (MountPoint: /data00)","1. This is a ByteDance Ping Failure ticket. 2. After checked, SSD need to be replaced but canceled by BD 3. Used Dora system and now the ticket is closed.",Brian Tyler/mingquan li,2024/2/22,10~17,Confirm Closed,Seth Garcia/seth.garcia,"SSD needs to be replaced, canceled by BD",,FOXCONN CHINA,Purley,,
1808040,MXX3150559,fdbd:dc61:20:267::35,2024/2/22,2024/2/22,S18S2-I8VD2B-US,G220-A5,USVADRTM2_M2_M224-I-18,Ping,Y,N/A,Intel,110118100-187-G,Intel,110118100-187-G,73RU311100661,73HN727701156,CPU0,"OS all IP unreachable [tiansu]The server is not reachable for the past 16m, will require authorization for repair. Ticket is in (Asking owner to reboot) stage: Server will be rebooted after authorized to proceed. Ticket is in (Request business authorization repair) stage: Server will be undergoing maintenance after authorized to proceed. The server may be reinstalled during the maintenance process, which will cause the data of the disk to be lost. If you need special attention, please contact IDC oncall.","1. This is a ByteDance CPU Failure ticket. 2. Replaced CPU0 and CPU1, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/mingquan li,2024/2/22,10~17,Confirm Closed,Sean Hopeck/sean.hopeck,,,FOXCONN AMERICA,Whitley,,
1808040,MXX3150559,fdbd:dc61:20:267::35,2024/2/22,2024/2/22,S18S2-I8VD2B-US,G220-A5,USVADRTM2_M2_M224-I-18,System,Y,N/A,Intel,110118100-187-G,Intel,110118100-187-G,73RU311100650,73HN727700952,CPU1,"Undetermined system hardware failure Powerdrained, stuck on system boot status; won't go past that SSH Down. AOC and PSU good, AOC/Other cables checked? yes, good; S0 and port are normal? yes, Was server rebooted? yes, power drained and reseated AOC; Firmware versions correct? FirmwareRevision: OS rebuilt(if owners allow)? yes, Checked BMC? yes, Checked other logs or by other systems?yes,","1. This is a ByteDance CPU Failure ticket. 2. Replaced CPU0 and CPU1, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/mingquan li,2024/2/22,10~17,Confirm Closed,Sean Hopeck/sean.hopeck,,,FOXCONN AMERICA,Whitley,,
1812867,MXX3300172,fdbd:dc61:20:411::38,2024/2/21,2024/2/22,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M224-K-40,Disk,Y,N/A,Seagate,ST18000NM003D,Seagate,ST18000NM003D,ZVT1N4SJ,ZVTAD1EJ,15,"Disk Failed: Read SMART Data failed Read SMART Data failed: scsi error aborted command
","1. This is a ByteDance Disk Failure ticket. 2. Replaced HDD15, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/mingquan li,2024/2/22,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1816174,MXX3300087,fdbd:dc61:20:409::17,2024/2/23,2024/2/23,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M224-K-35,Disk,Y,N/A,Seagate,ST18000NM003D,Seagate,ST18000NM003D,ZVT0M47B,ZVTB160R,6,Disk: Lost (Unrecognized),"1. This is a ByteDance Disk Failure ticket. 2. Replaced HDD6, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/mingquan li,2024/2/23,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1815800,MXX3300217,fdbd:dc61:20:413::20,2024/2/22,2024/2/23,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M224-K-41,FAN,Y,N/A,Delta,GFM0412SS-08,Delta,GFM0412SS-08,GS1A0233M00274,GS1A0237W12914,FAN9_R_SPEED,"Speed Critical (Sensor) Speed:0.000,SensorStatus:cr; HourCount: (24) >= 6","1. This is a ByteDance FAN Failure ticket. 2. Replaced Fan9, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/mingquan li,2024/2/23,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1815800,MXX3300217,fdbd:dc61:20:413::20,2024/2/22,2024/2/23,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M224-K-41,FAN,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FAN9_F_SPEED,"Speed Critical (Sensor) Speed:0.000,SensorStatus:cr; HourCount: (24) >= 6","1. This is a ByteDance FAN Failure ticket. 2. Replaced Fan9, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/mingquan li,2024/2/23,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1816924,MXX2310024,10.222.111.138,2024/2/22,2024/2/23,B20S2-I8VD2-US,G220-A5,USVASTE_DRTR_R208-J-31,CPU,Y,N/A,Intel,110118100-187-G,Intel,110118100-187-G,72ME207300468,73HN727701161,CPU0,Machine Check Exception ( Uncorrectable ) 13e | 02/22/2024 | 14:58:25 | Processor CPU0_Status | Uncorrectable machine check exception | Asserted SensorName:CPU0_Status;Status:0x8088,"1. This is a ByteDance CPU Failure ticket. 2. Replaced CPU0, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/mingquan li,2024/2/23,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1817797,MXX2380140,10.54.140.44,2024/2/26,2024/2/26,B20S2-I8VD2-US,G220-A5,USVASTEKCR_C1STE7_DH101-E-27,Memory,Y,N/A,Samsung,VN M393A4K40EB3-CWE 2212,Samsung,VN M393A4K40EB3-CWE 2237,H1SX0002125070F448,H1FA00023742272C49,P0_C1_D0,Uncorrectable ECC other uncorrectable memory error EDAC MC0: 1 UE memory read error on CPU_SrcID#0_MC#0_Chan#1_DIMM#0 (channel:1 slot:0 page:0xcf8264 offset:0x380 grain:32 - err_code:0x00a0:0x0091 SystemAddress:0xcf8264380 ProcessorSocketId:0x0 MemoryControllerId:0x0 ChannelAddress:0x18f04c880 ChannelId:0x1 RankAddress:0xc7826880 PhysicalRankId:0x0 DimmSlotId:0x0 Row:0x53c1 Column:0x118 Bank:0x2 BankGroup:0x2 ChipSelect:0x0 ChipId:0x0 retry_rd_err_log[0044888f 00000000 a3002530 02314000 000053c1 0000000cf8264380] correrrcnt[3009 0000 0000 0000 0000 0000 0000 0000]),"1. This is a ByteDance DIMM Failure ticket. 2. Replaced P0_C1_D0 DIMM, then no error on the server. 3. Used Dora system and now the ticket is closed.",Tianyu Yang,2024/2/26,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1817530,MXX1390309,10.189.196.53,2024/2/25,2024/3/6,B04-BF65S1,AliServer-Thor2-04-2U,USVAASH_DRTP_P218-D-49,Disk,Y,N/A,Samsung,MZQLB1T9HAJR-00003,Samsung,MZQLB1T9HAJR-00003,S480NA0N937736,S480NA0N200077,/dev/nvme0n1,"NVME Timeout Disable Controller nvme nvme0: I/O 17 QID 2 timeout, disable controller,need to replace disk","1. This is a ByteDance Disk Failure ticket. 2. Replaced nvme0, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/2/28,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN CHINA,Purley,,
1805109,MXX3370386,fdbd:dc61:20:243::26,2024/2/27,2024/2/28,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M224-I-39,PowerFault,Y,N/A,FOXCONN,0212YS00-600-G,FOXCONN,0212YS00-600-G,02012YS00T0GIC096,02012YS00T0GIE09D,system,Power Fault State Asserted 129 2024-02-01T06:40:20+00:00 Power_Fault power_unit state_asserted-asserted,"1. This is a ByteDance PowerFault Failure ticket. 2. Replaced Motherboard, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/2/27,10~17,Confirm Closed,John Bernstein/john.bernstein,BD says they will close ticket,,FOXCONN AMERICA,Whitley,,
1818057,MXX1410987,10.233.141.36,2024/2/27,2024/2/27,B04-BF65S1,AliServer-Thor2-04-2U,USVAASH_DRTP_P100-J-30,Memory,Y,N/A,Hynix,HMA84GR7CJR4N-VK TF AC 111,Hynix,HMA84GR7CJR4N-VK TF AD 025,80AD0121115466B5C7,80AD01202534B3B8C0,SKT1_CTR0_CH0_D0,Memory CE (Count) > Max (Kernel) CEDayCount: (506708) > 500000,"1. This is a ByteDance DIMM Failure ticket. 2. ReplacedCPU1A0 DIMM, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/2/27,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN CHINA,Purley,,
1812290,MXX2450634,10.62.145.15,2024/2/27,2024/4/9,S19S2-I8VD2-US,G220-A5,USDAL02_EQDA11_04-141435-01-07,Disk,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1. This is a ByteDance Disk Failure ticket. 2. Checked on Dora system and find someone replaced and ticket closed.,Naiquan qiao,2024/4/9,10~17,Confirm Closed,Zayden Rahman/zayden.rahman,DAL CDN,,FOXCONN AMERICA,Whitley,,
1818424,MXX3340316,fdbd:dc61:19:105::23,2024/2/28,2024/2/28,B16S2-I8VD2-US,G220-A5,USVADRTM2_M2_M216-C-45,Memory,Y,N/A,Hynix,HMAA4GR7CJR8N-XN T8 AC 247,Hynix,HMAA4GR7CJR8N-XN TG AC 249,80AD012247763928A7,80AD0122493744BE27,P1_C6_D0,Uncorrectable ECC other uncorrectable memory error 5d | 02/25/2024 | 11:57:17 | Memory P1_C6_D0_Status | Uncorrectable ECC | Asserted,"1. This is a ByteDance DIMM Failure ticket. 2. Replaced P1_C6_D0 DIMM, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/2/28,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1806075,MXX2460186,10.54.132.158,2024/2/28,2024/2/28,B16S2-I8VD2-US,G220-A5,USVASTEKCR_C1STE7_DH101-D-18,CPU,Y,N/A,Intel,110118100-187-G,Intel,110118100-187-G,72RN389600160,73HN727700843,CPU0,IERR 80 | 02/03/2024 | 07:35:11 | Processor CPU0_Status | IERR | Asserted,"1. This is a ByteDance CPU Failure ticket. 2. Replaced CPU0, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/2/28,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1806075,MXX2460186,10.54.132.158,2024/2/28,2024/2/28,B16S2-I8VD2-US,G220-A5,USVASTEKCR_C1STE7_DH101-D-18,Memory,Y,N/A,Samsung,VN M393A4K40EB3-CWE 2230,Samsung,VN M393A4K40EB3-CWE 2237,H0YE0002305264D973,H1FA00023742272C4A,P0_C7_D0,Uncorrectable ECC other uncorrectable memory error 7f | 02/03/2024 | 07:35:06 | Memory P0_C7_D0_Status | Uncorrectable ECC | Asserted,"1. This is a ByteDance DIMM Failure ticket. 2. Replaced P0_C7_D0 DIMM, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/2/28,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1818520,MXX2391730,10.54.131.154,2024/2/28,2024/2/28,B16S2-I8VD2-US,G220-A5,USVASTEKCR_C1STE7_DH101-D-11,CPU,Y,N/A,Intel,110118100-187-G,Intel,110118100-187-G,725N4H1600398,73HN727701474,CPU0,IERR f | 02/26/2024 | 17:26:08 | Processor CPU0_Status | IERR | Asserted,"1. This is a ByteDance CPU Failure ticket. 2. Replaced CPU0, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/2/28,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1818730,MXX2450530,10.54.146.23,2024/2/28,2024/2/28,B16S2-I8VD2-US,G220-A5,USVASTEKCR_C1STE7_DH101-F-28,Memory,Y,N/A,Samsung,VN M393A4K40EB3-CWE 2226,Samsung,VN M393A4K40EB3-CWE 2237,T1ER00022651E8A4B7,H1FA00023742272C33,P0_C1_D0,Uncorrectable ECC other uncorrectable memory error EDAC MC0: 1 UE memory read error on CPU_SrcID#0_MC#0_Chan#1_DIMM#0 (channel:1 slot:0 page:0x79abdb offset:0xe40 grain:32 - err_code:0x00a0:0x0091 SystemAddress:0x79abdbe40 ProcessorSocketId:0x0 MemoryControllerId:0x0 ChannelAddress:0xe357b740 ChannelId:0x1 RankAddress:0x71abd740 PhysicalRankId:0x1 DimmSlotId:0x0 Row:0x38d7 Column:0x2e0 Bank:0x0 BankGroup:0x1 ChipSelect:0x1 ChipId:0x0 retry_rd_err_log[0041888b 00000000 acf92bd6 05814040 0001ed77 0000003c2e5db100] correrrcnt[0000 0000 0000 0000 0000 0000 0000 0000]),"1. This is a ByteDance DIMM Failure ticket. 2. Replaced P0_C1_D0 DIMM, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/2/28,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1818446,MXX3300048,fdbd:dc61:20:409::38,2024/2/29,2024/2/29,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M224-K-37,FAN,Y,N/A,Delta,GFM0412SS-08,Delta,GFM0412SS-08,GS1A022B201068,GS1A0237W12906,FAN9_R_SPEED,"Speed Critical (Sensor) Speed:0.000,SensorStatus:cr; HourCount: (22) >= 6","1. This is a ByteDance FAN Failure ticket. 2. Replaced Fan9, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/mingquan li,2024/2/29,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1818446,MXX3300048,fdbd:dc61:20:409::38,2024/2/29,2024/2/29,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M224-K-37,FAN,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FAN9_F_SPEED,"Speed Critical (Sensor) Speed:0.000,SensorStatus:cr; HourCount: (22) >= 6","1. This is a ByteDance FAN Failure ticket. 2. Replaced Fan9, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/mingquan li,2024/2/29,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1817835,MXX3320166,fdbd:dc61:1a:335::13,2024/2/29,2024/2/29,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M116-L-19,FAN,Y,N/A,Delta,GFM0412SS-08,Delta,GFM0412SS-08,GS1A0233M00159,GS1A0237W13310,FAN9_R_SPEED,"Speed Critical (Sensor) Speed:0.000,SensorStatus:cr; HourCount: (13) >= 6","1. This is a ByteDance FAN Failure ticket. 2. Replaced Fan9, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/mingquan li,2024/2/29,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1817835,MXX3320166,fdbd:dc61:1a:335::13,2024/2/29,2024/2/29,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M116-L-19,FAN,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FAN9_F_SPEED,"Speed Critical (Sensor) Speed:0.000,SensorStatus:cr; HourCount: (13) >= 6","1. This is a ByteDance FAN Failure ticket. 2. Replaced Fan9, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/mingquan li,2024/2/29,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1818508,MXX3340335,fdbd:dc61:19:105::36,2024/2/29,2024/3/1,B16S2-I8VD2-US,G220-A5,USVADRTM2_M2_M216-C-46,Ping (MB),Y,N/A,Foxconn,02012WS00-600-G,Foxconn,02012WR00-600-G,02012WS00T0JI80H5,02012WR00T0EIW0LK,OS all IP unreachable,"OS all IP unreachable [tiansu]The server is not reachable for the past 1d, will require authorization for repair. Ticket is in (Asking owner to reboot) stage: Server will be rebooted after authorized to proceed. Ticket is in (Request business authorization repair) stage: Server will be undergoing maintenance after authorized to proceed. The server may be reinstalled during the maintenance process, which will cause the data of the disk to be lost. If you need special attention, please contact IDC oncall. AOC and PSU good, power drained and reseated PSUs, host fails to power on; AOC/Other cables checked? yes, S0 and port are normal? yes, Firmware versions correct? FirmwareRevision: 6.34 OS rebuilt(if owners allow)? no, not needed, Checked BMC? yes,","1. This is a ByteDance Ping Failure ticket. 2. Replaced motherboard, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/mingquan li,2024/2/29,10~17,Confirm Closed,Richard Jang/richard.jang,New MAC: FC6179B89592,,FOXCONN AMERICA,Whitley,,
1816627,MXX3240561,fdbd:dc61:19:31::37,2024/2/29,2024/3/1,B16S2-I8VD2-US,G220-A5,USVADRTM2_M2_M216-A-46,Ping (MB),Y,N/A,Foxconn,02012WS00-600-G,Foxconn,02012WR00-600-G,02012WS00T0JI10Z6,02012WR00T0EIW17E,OS all IP unreachable,"OS all IP unreachable [tiansu]The server is not reachable for the past 16m, will require authorization for repair. Ticket is in (Asking owner to reboot) stage: Server will be rebooted after authorized to proceed. Ticket is in (Request business authorization repair) stage: Server will be undergoing maintenance after authorized to proceed. The server may be reinstalled during the maintenance process, which will cause the data of the disk to be lost. If you need special attention, please contact IDC oncall.","1. This is a ByteDance Ping Failure ticket. 2. Replaced motherboard, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/mingquan li,2024/2/29,10~17,Confirm Closed,Sean Hopeck/sean.hopeck,New MAC: FC6179B89A3E,,FOXCONN AMERICA,Whitley,,
1816627,MXX3240561,fdbd:dc61:19:31::37,2024/2/29,2024/3/1,B16S2-I8VD2-US,G220-A5,USVADRTM2_M2_M216-A-46,System,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SSH down,"Undetermined system hardware failure Host won't POST, SSH Down port 22 connection timed out . AOC and PSU good. AOC/Other cables checked? yes, good; S0 and port are normal? yes, Was server rebooted? yes, power drained and reseated AOC; Firmware versions correct? FirmwareRevision: OS rebuilt(if owners allow)? yes, Checked BMC? yes, Checked other logs or by other systems?yes,","1. This is a ByteDance Ping Failure ticket. 2. Replaced motherboard, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/mingquan li,2024/2/29,10~17,Confirm Closed,Sean Hopeck/sean.hopeck,,,FOXCONN AMERICA,Whitley,,
1819530,MXX0220153,10.191.49.72,2024/2/29,2024/2/29,S08-I6VD1-US,R-5111,USVASTEKCR_C1D1_DH35-G-29,Disk,Y,N/A,Intel,SSDPE2KX040T8,Intel,SSDPE2KX040T8,PHLJ008600114P0DGN,BTLJ130401XW4P0VGN,nvme2n1,Disk: Lost (Unrecognized),"1. This is a ByteDance Disk Failure ticket. 2. Replaced nvme2, then no error on the server. 3. Used Dora system and now the ticket is closed.",Tianyu Yang,2024/2/29,10~17,Confirm Closed,Mark Arvin Echavez/mark.echavez,,,FOXCONN AMERICA,Purley,,
1815882,MXX2280671,10.58.60.29,2024/2/23,2024/2/29,S27S2-I8VD3B-US,S520-A5,USVAASH_DRTACC5_CR1-Q-12,Disk,Y,N/A,Western Digital,WUH721818ALE6L4,Western Digital,WUH721818ALE6L4,3JGYRGDG,4BKPSZ5Y,10,Disk: Lost (Unrecognized),"1. This is a ByteDance Disk Failure ticket. 2. Replaced Disk10, then no error on the server. 3. Used Dora system and now the ticket is closed.",Tianyu Yang,2024/2/29,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1809860,MXX3240168,10.62.149.83,2024/3/1,2024/3/26,S19S2-I8VD2-US,G220-A5,USATL1_ATL14_M15-02-05,CPU,Y,N/A,Intel,110118100-187-G,Intel,110118100-187-G,73SU793900969,73H727701425,CPU0,FRB3/Processor Startup/Initialization failure( cpu didn 't start)	Server does not post. SEL lists CPU0 having frb2_hang_in_post_faliure-asserted and CPU1 shows machine_check_exception. Possible the mainboard is bad.,"1. This is a ByteDance CPU Failure ticket. 2. Replaced CPU0 and CPU1, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/3/7,10~17,Confirm Closed,William Perkins/williamperkins,ATL CDN,,FOXCONN AMERICA,Whitley,,
1809860,MXX3240168,10.62.149.83,2024/3/1,2024/3/26,S19S2-I8VD2-US,G220-A5,USATL1_ATL14_M15-02-05,Motherboard (CPU),Y,N/A,Intel,110118100-187-G,Intel,110118100-187-G,73SU793901006,73HN727700834,CPU1,Motherboard Failed	,"1. This is a ByteDance CPU Failure ticket. 2. Replaced CPU0 and CPU1, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/Hoang Le,2024/3/7,10~17,Confirm Closed,William Perkins/williamperkins,ATL CDN,,FOXCONN AMERICA,Whitley,,
1820682,MXX3320158,fdbd:dc61:1a:335::27,2024/3/2,2024/3/4,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M116-L-20,FAN,Y,N/A,Delta,GFM0412SS-08,Delta,GFM0412SS-08,GS1A0237W14004,GS1A0237W13176,FAN9_R_SPEED,"Speed Critical (Sensor) Speed:0.000,SensorStatus:cr; HourCount: (12) >= 6","1. This is a ByteDance FAN Failure ticket. 2. Replaced Fan9, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/Hoang Le,2024/3/4,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1820682,MXX3320158,fdbd:dc61:1a:335::27,2024/3/2,2024/3/4,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M116-L-20,FAN,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FAN9_F_SPEED,"Speed Critical (Sensor) Speed:0.000,SensorStatus:cr; HourCount: (12) >= 6","1. This is a ByteDance FAN Failure ticket. 2. Replaced Fan9, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/Hoang Le,2024/3/4,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1821684,MXX3330276,fdbd:dc61:19:427::21,2024/3/4,2024/3/4,S18S2-I8VD2B-US,G220-A5,USVADRTM2_M2_M216-M-33,Memory,Y,N/A,Hynix,HMAA8GR7CJR4N-XN T8 AD 233,Hynix,HMAA8GR7CJR4N-XN T4 AD 305,80AD01223396910932,80AD02230528A1C2DB,P1_C3_D0,Uncorrectable ECC other uncorrectable memory error SensorName:P1_C3_D0_Status;Status:0x0280,"1. This is a ByteDance DIMM Failure ticket. 2. Replaced P1_C3_D0 DIMM, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/Hoang Le,2024/3/4,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
